question,course,document
How can I find the correct network name to use for the ingestions script when running docker-compose up -d?,data-engineering-zoomcamp,4df80c55
What is the correct format for the database name in the ingestions script when using docker-compose?,data-engineering-zoomcamp,4df80c55
Why might the network name 'pg-network' need to be changed in the ingestions script?,data-engineering-zoomcamp,4df80c55
How do I ensure the output of my ingestions script is in parsable JSON without using code blocks?,data-engineering-zoomcamp,4df80c55
How do I install Docker on a MacOS/Windows 11 VM running on top of Linux?,data-engineering-zoomcamp,3aee7261
What command should I run before starting my VM to enable Docker installation?,data-engineering-zoomcamp,3aee7261
What specific command should I use for Intel CPU?,data-engineering-zoomcamp,3aee7261
What specific command should I use for AMD CPU?,data-engineering-zoomcamp,3aee7261
What should be the expected output format after running these commands?,data-engineering-zoomcamp,3aee7261
"How can I manage my Docker container, images, network, and compose projects from VS Code?",data-engineering-zoomcamp,6497b659
Will the Docker extension work if my Docker runs on WSL2?,data-engineering-zoomcamp,6497b659
How do I stop a Docker container?,data-engineering-zoomcamp,6497b659
What command should I use to stop a Docker container?,data-engineering-zoomcamp,6497b659
Is it possible to connect VS Code with Docker running on Linux?,data-engineering-zoomcamp,6497b659
What does it mean when the Docker logs show 'PostgreSQL Database directory appears to contain a database. Database system is shut down'?,data-engineering-zoomcamp,a02f2039
Why can't I connect to my PostgreSQL database in Docker?,data-engineering-zoomcamp,a02f2039
How can I fix the 'connection failed: server closed the connection unexpectedly' error in Docker with PostgreSQL?,data-engineering-zoomcamp,a02f2039
What should I do if the PostgreSQL server terminated abnormally in Docker?,data-engineering-zoomcamp,a02f2039
Why is my PostgreSQL container not accepting any requests in Docker?,data-engineering-zoomcamp,a02f2039
How can I install Docker on Ubuntu?,data-engineering-zoomcamp,c6db65aa
What should I do if Docker is not installable on Ubuntu?,data-engineering-zoomcamp,c6db65aa
Can I use the snap command to install Docker on Ubuntu?,data-engineering-zoomcamp,c6db65aa
What is the command to install Docker using snap on Ubuntu?,data-engineering-zoomcamp,c6db65aa
Are there specific versions of Ubuntu where the snap command is required to install Docker?,data-engineering-zoomcamp,c6db65aa
How do I fix the mounting error in Docker-Compose?,data-engineering-zoomcamp,f476a606
What should I do if I encounter a permission error with Docker volumes?,data-engineering-zoomcamp,f476a606
How can I check the location of a Docker volume?,data-engineering-zoomcamp,f476a606
Why is my Docker volume not using the existing named volume?,data-engineering-zoomcamp,f476a606
What steps should I follow to resolve the Docker-Compose mounting issue?,data-engineering-zoomcamp,f476a606
How can I start my Docker containers in detached mode?,data-engineering-zoomcamp,e41b100c
What command should I use to view my running Docker containers?,data-engineering-zoomcamp,e41b100c
How do I view the logs for a specific Docker container?,data-engineering-zoomcamp,e41b100c
What should I do if 'docker ps' doesn't show my PostgreSQL database running?,data-engineering-zoomcamp,e41b100c
"How can I check the status of all my Docker containers, both running and stopped?",data-engineering-zoomcamp,e41b100c
"Why am I receiving a 'could not translate host name ""pg-database"" to address: Name or service not known' error after executing `docker-compose up`?",data-engineering-zoomcamp,cd0f9300
"How can I resolve the 'could not translate host name ""pg-database"" to address: Name or service not known' error in my Ingestion script?",data-engineering-zoomcamp,cd0f9300
What should I do if I lose database data after executing `docker-compose up`?,data-engineering-zoomcamp,cd0f9300
How can I find the network name created by Docker Compose?,data-engineering-zoomcamp,cd0f9300
What alternatives are there to pgcli if I encounter persistent problems?,data-engineering-zoomcamp,cd0f9300
Why does my Docker-Compose return an error response about a network not found?,data-engineering-zoomcamp,7f845a1c
How can I see all the stopped and running containers in Docker?,data-engineering-zoomcamp,7f845a1c
What should I do if I encounter issues with host name resolution in Docker-Compose?,data-engineering-zoomcamp,7f845a1c
Why am I unable to connect to the server on localhost:8080 in Docker-Compose?,data-engineering-zoomcamp,7f845a1c
What are the best practices for specifying host names and networks in Docker-Compose?,data-engineering-zoomcamp,7f845a1c
How can I persist PostgreSQL data when running Docker-Compose on GCP?,data-engineering-zoomcamp,36e54439
What is the issue with persisting PostgreSQL data on GCP using Docker-Compose?,data-engineering-zoomcamp,36e54439
Why might the './pgadmin:/var/lib/pgadmin' volume mapping not work on GCP?,data-engineering-zoomcamp,36e54439
How can I use Docker Volume to persist PostgreSQL data on GCP?,data-engineering-zoomcamp,36e54439
What changes should I make to the Docker-Compose file to persist PostgreSQL data on GCP?,data-engineering-zoomcamp,36e54439
Why does the Docker engine keep crashing continuously?,data-engineering-zoomcamp,32e8450c
What should I do if the Docker engine stops working after a restart?,data-engineering-zoomcamp,32e8450c
Why do I keep getting 'failed to fetch extensions' pop-ups?,data-engineering-zoomcamp,32e8450c
How can I fix the issue of the Docker engine stopping and failing to fetch extensions?,data-engineering-zoomcamp,32e8450c
What is the final solution if updating Docker does not resolve the problem?,data-engineering-zoomcamp,32e8450c
How can I persist the pgAdmin configuration using Docker-Compose?,data-engineering-zoomcamp,96606db2
What is the purpose of the 'volumes' section in the Docker-Compose file?,data-engineering-zoomcamp,96606db2
What specific configuration is needed for the pgAdmin container to persist data?,data-engineering-zoomcamp,96606db2
What are the environment variables required for the pgAdmin container?,data-engineering-zoomcamp,96606db2
What command is needed to give the pgAdmin container access to the 'pgAdmin_data' folder?,data-engineering-zoomcamp,96606db2
Why do I get 'dial unix /var/run/docker.sock: connect: permission denied' when using Docker-Compose?,data-engineering-zoomcamp,0882bfac
How can I avoid setting up my database connection each time I start pgAdmin?,data-engineering-zoomcamp,0882bfac
What steps should I follow to resolve the Docker-Compose permission issue?,data-engineering-zoomcamp,0882bfac
How do I create a volume for pgAdmin in my docker-compose.yaml file?,data-engineering-zoomcamp,0882bfac
What should I add to the end of my docker-compose.yaml file for pgAdmin volume?,data-engineering-zoomcamp,0882bfac
Why is docker-compose still not available after changing .bashrc in Module 1?,data-engineering-zoomcamp,7d067f5c
What should I do if the docker-compose file downloaded from GitHub has a different name?,data-engineering-zoomcamp,7d067f5c
How do I rename the docker-compose file to make it more convenient to use?,data-engineering-zoomcamp,7d067f5c
What is the correct command to use for docker-compose in the Google Cloud VM?,data-engineering-zoomcamp,7d067f5c
How can I ensure the docker-compose command works after installation?,data-engineering-zoomcamp,7d067f5c
How can I solve the error 'Error getting credentials' after running 'docker-compose up -d'?,data-engineering-zoomcamp,ff352621
What is the solution for the 'Error getting credentials' issue in Docker-Compose?,data-engineering-zoomcamp,ff352621
Why am I getting an 'Error getting credentials' error in Docker-Compose?,data-engineering-zoomcamp,ff352621
What steps should I follow to fix the 'Error getting credentials' in Docker-Compose?,data-engineering-zoomcamp,ff352621
Where can I find more information about the 'Error getting credentials' issue in Docker-Compose?,data-engineering-zoomcamp,ff352621
What should I do if I encounter errors with my docker-compose.yml file and pgadmin setup?,data-engineering-zoomcamp,2d653208
How do I create a new volume on Docker for my Docker Compose setup?,data-engineering-zoomcamp,2d653208
What changes do I need to make to my docker-compose.yml file for the setup?,data-engineering-zoomcamp,2d653208
What should I set the 'low_memory' parameter to when importing a CSV file?,data-engineering-zoomcamp,2d653208
"What is the correct order of execution for running Docker Compose, ensuring no other containers are running, and setting up pgadmin?",data-engineering-zoomcamp,2d653208
"How do I fix the error 'error getting credentials - err: exec: ""docker-credential-desktop"": executable file not found in %PATH%, out: ``' when running 'docker compose up -d'?",data-engineering-zoomcamp,f09ea61e
Where can I find the config.json file for Docker?,data-engineering-zoomcamp,f09ea61e
What changes should I make to the config.json file to resolve the credential error?,data-engineering-zoomcamp,f09ea61e
"After modifying the config.json file, do I need to restart any services?",data-engineering-zoomcamp,f09ea61e
Is there a way to verify if the changes to the config.json file have been applied correctly?,data-engineering-zoomcamp,f09ea61e
Which docker-compose binary should I use for WSL?,data-engineering-zoomcamp,fbd3d2bb
How can I determine the correct docker-compose version for my system?,data-engineering-zoomcamp,fbd3d2bb
What commands can I use to check my system for the right docker-compose binary?,data-engineering-zoomcamp,fbd3d2bb
Can you provide a command to download the correct docker-compose binary for WSL?,data-engineering-zoomcamp,fbd3d2bb
Where can I find the docker-compose releases to download the correct binary?,data-engineering-zoomcamp,fbd3d2bb
"What should I do if I encounter an error like 'service ""pgdatabase"" refers to undefined volume dtc_postgres_volume_local: invalid compose project' in Docker-Compose on Windows/WSL?",data-engineering-zoomcamp,0b014d0c
"How do I include the volume in my Docker-compose file to avoid the error 'service ""pgdatabase"" refers to undefined volume dtc_postgres_volume_local: invalid compose project'?",data-engineering-zoomcamp,0b014d0c
"Where should I place the 'volumes' section in my Docker-compose file to fix the error 'service ""pgdatabase"" refers to undefined volume dtc_postgres_volume_local: invalid compose project'?",data-engineering-zoomcamp,0b014d0c
What is the correct format for defining volumes in a Docker-compose file to avoid errors on Windows/WSL?,data-engineering-zoomcamp,0b014d0c
